permission_id,street,post_code,prim_add_obj_name
209847,Tudor Road,E9 7SN,47-49
181468,COOMBE ROAD,KT2 7BA,"REGISTRAR OF BIRTHS DEATHS AND MARRIAGES, 35"
157553,Dale Park Road,SE19 3TY,4
257231,Kew Bridge Road,W4 3AE,Kew Bridge Court
179768,Studland Road,W7 3QX,20
182970,Chestnut Avenue,RM12 4HN,Rear of 44
157959,Mayfield Road,CR2 0BE,32
149182,Park Lane,E15 2JG,6-7
220148,Archer Mews,TW12 1RN,"Burnham House, 4"
216994,Baylis Road,SE1 7AA,12
205108,POMEROY STREET,SE14 5BY,
182400,Westleigh Avenue,SW15 6RJ,Block A r/o Ark Putney Academy 45/47
215611,Upper Wickham Lane,DA16 3HF,28
153015,Parliament Hill,NW3 2TA,27
153013,Leather Lane,EC1N 7RE,8A
209851,Cranwich Road,N16 5JF,68
148115,Hermitage Lane,SE26 5HH,Woodside Green Christian Centre
158117,Baker Street,EN3 5XJ,344
150759,Cleveland Gardens,NW2 1DY,36
156468,Larkhall Rise,SW4 6HT,73A
148483,Kent House Road,BR3 1JZ,181
151460,Upper Richmond Road,SW15,102-106
152179,Rushout Avenue,HA3 0AR,Land next to 10
157361,Creek Road,SE8 3BU,59
165558,Westow Hill,SE19 1RX,30
152957,Neal Street,WC2H 9PR,31
198748,Becontree Avenue,RM8 2UJ,Garage and R/O125A
192128,Stanstead Road,SE23 1HY,243
149676,Kew Bridge Court,W4 3AZ,West Block
148129,COOMBE RIDINGS,KT2 7JU,21
197095,Frank Dixon Way,SE21 7BB,8
151708,Stonehouse Road,TN14 7HW,Bow Wood
155574,Argyle Street,WC1H 8NN,Town Hall Extension
152899,England's Lane,NW3 4XJ,
149102,CAMBORNE ROAD,SM2 6RJ,23
158017,The Common,UB2 5PJ,1
166608,CEDAR ROAD,SM2 5DJ,49
158350,ACRE ROAD,KT2 6EN,ST LUKES PRIMARY SCHOOL
150503,Livingstone Road,CR7 8JK,1A
155230,Wandsworth Road,SW8 2LA,170
150270,Thanet Road,DA5 1AP,65
244254,PARK ROAD,W4 3HL,74
158130,Morson Road,N22 8YW,"Navigation Park, 3"
219728,Sheen Road,TW9 1UF,"Grand Prix House, 102 - 104"
186448,Eaton Place,SW1X 8AN,38
172328,Townshend Road,NW8 6LE,50
147850,Mill Lane,CR0 4AA,Unit 4 Mill Lane Trading Estate
150319,Higham Hill Road,E17 5RQ,221
169938,SPA ROAD,SE16 3QT,"HERMATAGE HOUSE, 78"
151609,Clerkenwell Road,EC1R 5DL,124- 132 and 134
157832,Sydenham Road,CR0 2EE,Cygnet House 12-14
198820,Lower Sqaure,TW7 6RL,The Old Blue School
152612,Commercial Road,E1,305
205448,Frognal,NW3 6XH,University College School
155713,Garratt :ane,SW18 4SU,605B second f/f
148162,Gloucester Road,CR0 2DW,217
185208,Settles Street,E1,44-46
158311,EWELL ROAD,KT6 7DA,PEMBURY COURT
329852,Aldborough Road North,IG2 7SU,1 Aldborough Parade
189208,Ewell Road,KT6 6AL,135
198897,Fountain Drive,SE19 1UW,1
153090,Byron Road,HA3 7TD,217
197097,Jenner Road,N16 7SB,Land adjacent to 1
156550,Willoughby Road,N8 0JJ,14A
169909,LORDSHIP LANE,SE22 8JY,LAND TO THE REAR OF 489 AND 491
169188,White Horse Hill,BR7 6DG,1-3
152538,Markhouse Road,E17 8BG,90
220768,Roxby Place,SW6 1RS,5 - 6
156489,St Albans Crescent,N22 5NB,66
165536,Havelock Terrace,SW8 4AR,Arch 707 & 709
149325,Wallis Road,E9 5LH,61
150654,Union Road,CR0 2XU,Acts House
220328,Elmtree Road Teddington,TW11 8ST,16
244268,Fortess Road,NW5 2HL,122
255550,New Barn Street,E13 8JZ,33
205125,Peckham High Street/Mission Place,SE15 5SE,117
158432,Haven Green,W5 2NX,46
173719,Uxbridge Road,W12 8NR,73
186608,Shaftesbury Avenue,W1D 5EW,116
184817,Congleton Grove,SE18 7LG,The Willows
151322,TABARD STREET,SE1 4LG,56
190628,Wellington Road,TW12 1JT,40
152051,Crewys Road,NW2 2AU,45
147687,Maylands Avenue,RM12 5BL,"41-43, 70"
256336,The Greenway,NW9 5AR,113
149223,North Circular Road,N13 5JH,327B
157600,Chingford Road,E17 4PJ,66
158059,London Road,CR7 7PE,914B
165888,WAVERLEY WAY,SM5 3LQ,29
169915,BARRY ROAD,SE22 0UH,40-42
149458,Clapham Road,SW9 0HY,Rear Of 69
155262,Homesdale Road,BR1 2QZ,"Homesdale Centre, 216-218"
241848,Wildwood,HA6 2DB,5
183008,Park Walk,SW10 0AJ,13
170628,Farm Road,RM13 9LQ,73
254131,Great Suffolk St,SE1 1PZ,"Unit 5a, Signal House, 137"
151608,Chalk Farm Road,NW1 8EH,100
169927,Upper tooting Road,SW17 7TR,39
158104,Arthur Road,EN2 9HE,51
149692,Wandsworth Road,SW8 2JH,349
148493,Mons Way,BR2 8EX,32
155989,Thurlow Park Road,SE21 8HY,88
152890,Buckland Crescent,NW3 3HY,53 and 55
168938,OVERHILL ROAD,SE22 0PQ,77
168954,WEBSTER ROAD,SE16 4DS,LAND ADJACENT TO 6
150254,Cargreen Road,SE25 5AE,9
152997,Warren Street,W1T 5NZ,63-64
156272,Days Lane,DA15 8JR,Land adjacent to Holy Redeemer and rear of The Vicarage
200248,William Road,NW1 3ER,17-33
149453,Redcliffe Gardens,SW5 0DX,174
179028,Great Portland Street,W1W 6PP,116
158078,Lawson Road,EN3 5XJ,31-60
156588,Westow Hill,SE19 1TX,Land North Of The Land Rear Of 77 To 79
148140,THE TRIANGLE,KT1 3RU,1
253548,Cambrian Road,TW10 6JQ,10
186968,Sussex Street,SW1V 4RW,24
241788,High Street,UB7 7DJ,Station House
184814,"Harrow Road,",HA9 6LL,324
150839,Elsworthy Road,NW3 3BT,35
165309,Sanderstead Road,CR2 0PB,Oak Lodge
200228,Camden Road,NW1 9EA,94
248629,Brigstock Road,CR7 7JP,175a
182328,Kingsgate Road,NW6 2JG,
239908,Green Lanes,N21 2QS,869
211096,Wilmer Plac,N16 0LW,"Wilmer Industrial Estate, Office 4-5"
220228,Mortlake High Street,SW14 8HL,65 - 67
158362,DOWN HALL ROAD,KT1 1PL,THE BARGE DOCK SITE
223597,ST JAMESS ROAD,SE1 5JX,"WETTON HOUSE, 278-280"
242448,The Green,UB7 7PQ,22
210008,Stamford Hill,N16 6TT,238
154279,Welling High Street,DA16 1TY,103
149691,Tierney Road,SW2 4QH,43A
219528,Woodgrange Road,E7 0EW,Mews building at rear of 86-88
153031,Finchley Road,NW3 6DT,299A
180349,Goodmayes Road,IG3 9UN,34
197051,Kingsland Road,E8 4BH,268
147972,The Broadway,UB1 1ND,227
157655,Melfort Road,CR7 7RP,146 & 148
240608,Manor Road,N17 0JJ,
244148,Holland Park,W11 3TG,2
209858,Culford Road,N1 4HT,123
205079,Crawford Avenue,HA0 2HX,25
172428,St George's Square Mews,SW1V 3RZ,77
182905,Brixton Hill,SW2,124-128
150455,Harrow Road,W9 2HU,362
148421,Alleyn Park,UB2 5QU,55
204701,Station Approach,HA0 2LA,44
197059,Old Kent Road,SE1 5EW,551
173148,Charlwood Street,SW1V 4PB,95
151070,Clockhouse Lane,TW14 8RD,Land at Bedfont Lakes
148942,CAMBORNE ROAD,SM2 6RH,18
158083,Southbury Road,N14 7HT,Savoy Parade
148418,Eccleston Road,W13 0RL,2-4
175408,Lonsdale Road,SW13 9JR,59
170908,Ham Farm Road,TW10 5ND,1
181408,Hawks Road,KT1 3EG,42
150307,Higham Hill Road,E17 5RG,324
151304,The Vale,W3 7SH,13
260381,Bounds Green Road,N11 2PP,121
150938,Mays Lane,EN5 2LY,Land at 259
148307,Churchfield Road,W3 6AN,85-87
178429,Antlers Hill,E4 7RX,Land adjcent to 101
161168,Grange Park Road,E10 5EP,16
318622,Holly Road,E11 2PF,21
191428,St Mark's Crescent,NW1 7TU,26
204130,New Park Road,SW2 4DU,23-29
199548,Rutland Gate,SW7 1BD,20
158060,Penge Road,SE25 4EJ,57
286145,Gundulph Road,BR2 9LL,Adj to 1
185588,Elmgrove Road,HA1 2QA,"Fitzgerald House,8"
196048,High Street,N8 7PB,14
178848,Rupert Court,W1D 6DX,1-3
158053,Barlett Street,CR2 6TB,19
151713,Copers Cope Road,BR3 1NR,83
165968,ROSE HILL,SM1 3HA,Unit A
256945,Friern Barnet Road,N11 3EH,61
173208,Bell Yard,WC2A 2JR,9-12
149267,North Circular Road,N13 5JH,327A
151726,Burnt Oak Broadway,HA8 5AQ,"Premier Inn, 435"
155488,Oakmead Road,SW12 9SJ,70
200631,Park Road North,W3 8RS,Beaumaris Tower
151629,Cleve Road,NW6 3RG,5
148320,Norwood Road,SE27 9BQ,373 - 375
242548,Grange Road,UB3 2UF,Grassy Meadow Day Centre
242568,The Runway,HA4 6SE,Astral House
173657,Whittingstall Road,SW6 4EA,51
153005,King's Cross Road,WC1X 9BJ,137
198685,Monks Park Gardens,HA9 6JB,14
192349,St John's Road,TW7 6NL,Unit 5 67-69
165372,Laud Street,CR0 1SU,Land Adj 22a
158152,LINKSWAY,HA6 2XB,6
149236,Whittington Road,N22 8YW,221
232641,Coombe Road,KT2 7BA,"Registrar Of Births Deaths And Marriages, 35"
254748,Wimbledon Hill Road,SW19 7PA,Land rear of 32 - 34
205368,Loveridge Mews,NW6 2DP,4 & 5
182833,Combermere Road,SW9 9RE,24
152964,St Pancras Way,NW1 0PT,15
148004,Stanhope Avenue,HA3 5JW,42
165564,Brighton Terrace,SW9 8DJ,"Piano House, 9"
155586,Denning Road,NW3 1ST,17
150145,Clabon Mews,SW1X 0EH,52
172368,Chepstow Road,W2 5QR,75
182983,IVY ROAD,TW3 2DH,41A
260408,Central Road,SM4 5RL,136
148237,Leytonstone Road,E15 1JA,5
174368,Old Montague Street,E1 5NL,3
163308,Vaughan Road,HA1 4EE,60
242428,Field End Road,HA5 1RJ,146
198676,Hodford Road,NW11 8EG,106-108
150115,Harcourt Avenue,E12 6DF,11
175488,Heathside,TW4 5NN,8
148836,Star Street,W2 1QD,6
149796,King's Road,SW3 5EB,183
254243,Swaton Road,E3 4ET,62
197368,Grove Road,E3 5AX,44
178728,Little College Street,SW1P 3SH,10
151255,DEWAR STREET,SE15 4JP,WILKINSON HOUSE
206516,Conduit Way,NW10 0SG,95
149256,The Mall,N13 4AU,Land Adjacent To 2
149680,St Johns Road,TW7 6NL,67-69
174528,Nelson Street,E1 2DY,68-74
191388,Westbere Road,NW2 3RU,44
155590,Windmill Hill,NW3 6RJ,Capo Di Monte
254269,WESTMORELAND ROAD,SE17 2AX,21
154313,Carmarthen Place,SE1 3UD,76 BERMONDSEY STREET
174116,Station Approach Road,CR5 2NS,1 Alexander Buildings
207722,Bulwer Road,EN5 5EY,118
147685,Engayne Gardens,RM14 1UY,5
151832,Broadway,W13 9BE,119A
168768,Denbigh Gardens,TW10 6EL,24
209770,Hale Lane,HA8 9QF,225
147596,Whitton Avenue West,UB5 4LB,Wood End Infant School
176468,Old Street,EC1V 9AY,94
241988,Pinner Road,HA6 1BX,"Zettler House, 201"
152620,Pan Peninsula Square,E14 9HR,3
150011,Whitehorse Road,CR0 2LJ,143-153
195948,Grand Parade,N4 1AQ,34-35
241172,Herbert Road,NW9 6AJ,3
158340,PYNE ROAD,KT6 7BN,36
256934,Holden Road,N12 8HT,"First Floor Flat,26"
150129,Gresham Road,E6 6DS,3
158171,Union Road,CR0 2XU,Acts House 30
186908,Wilfred Street,SW1E 6PL,8
156949,Eltham High Street,SE9 1BJ,142-144
151762,Sekforde Street,EC1R 0HA,44 - 46
150827,Procter Street,WC1V 6NZ,16
248639,London Road,SW16 4BT,1482
195888,Broadlands Road,N6 4AG,22A
182896,Dagenham Road,RM10 7UR,Eastbrook Comprehensive School
150840,King's Road,SW3 5EQ,"King's Court North, 189"
160048,Bentinck Street,W1U 2FA,2
179574,Portland Road,SE25 4PR,6 Central Place
157954,Sydenham Road,CR0 2EU,Metro Point 49
204928,Hallowell Road,HA6 1DT,37
158351,LEATHERHEAD ROAD,KT9 2NE,CHESSINGTON WORLD OF ADVENTURE
205107,Green Lanes,N16 9EJ,96
256298,Glendor Gardens,NW7 3JY,3
183188,Smith Street,SW3 4EW,25 - 27
177211,Eaton Rise,W5 2HE,47
197099,Oakhill Road,SW15 2QU,14
152196,Parkside,SW19 5NB,35
209880,Northfield Avenue,W13 9RT,124
150925,Whitchurch Lane,HA8 6QS,151
256874,Sheaveshill Parade,NW9 6RS,9
332371,Cortis Road,SW15 6XA,Granard Primary School
154651,Eastern Road,RM1 3PJ,"Morland House, 12-16"
173409,Brigstock Road,CR7 7JL,103-107
153053,Haverstock Hill,NW3 2AY,152
182989,PECKHAM HIGH STREET & 130 PECKHAM HILL STREET,SE15 5JT,107
157930,Biggin Way,SE19 3XF,32
147811,Chipstead Valley Road,CR5 3BR,193-195
205408,Carlow Street,NW1 7LH,Carlow House
180351,Clayhall Avenue,IG5 0LE,140
184288,Cobham Road,E17,Garages
149186,High Street,CR0 1NG,302
148921,Stanford Road,SW16 4QD,137
152035,Homesdale Road,BR2 9LD,52
149289,Chase Side,N14 5HN,Land rear of 184
150727,Brighton Road,CR8 2BH,840
165688,Seren Park Gardens,SE3 7RP,Unit 219
148342,Fann Street,EC2Y 8BR,2
260439,Findon Road,W12 9PP,"Flat A, 35"
150459,Gloucester Square,W2 2TB,13-14
194752,Seal Street,E8 2EE,2
151627,Highgate West Hill,N6 6AP,108
148122,London Road,CR0 2TA,36
167828,HIGH STREET,SM1 1DT,67 and 67A
168888,Kensington High Street,W8 5SA,99 to 121
148909,Cowley Road,UB8 2LY,190
157049,West Hill,SW18 1RB,19
196748,Lordship Lane,N22 5LA,659
187668,Tottenhall Road,N13 6JA,141
150991,High Street,KT3 4BY,Victoria Wine 15
152330,Belgrave Mews South,SW1X 8BT,5-7
149731,Carnforth Gardens,RM12 5DR,39
148968,CARSHALTON ROAD,SM7 3JF,Grove Place
149253,Main Avenue,EN1 1DJ,29A & B
150517,Sandfield Road,CR7 8AU,38
175509,Montgomery Crescent,RM3 7UX,R/O 137-151
148263,St Gabriels Road,NW2 4SA,32
200188,Lyme Terrace,NW1 0SN,4
186180,Gwynne Road,SW11 3GL,24
151874,Challenge Road,TW15 1AX,STANDARD HOUSE AND ADAMS HOUSE
156549,High Road,N22 8JD,455
221048,Dalling Road,W6 0JA,66
149302,Mansfield Close,N9 7LU,22
158344,GLADSTONE ROAD,KT6 5DD,61
286461,Bushey Way,BR3 6TH,61
178988,Loudoun Road,NW8 0LH,3A
152401,King's Road,SW3 5UD,232
200663,Kingsland Road,E8 4AE,488-490
164854,Milton Road,DA16 3NA,R/O 31
153072,St Paul's Crescent,NW1 9TN,44
212928,Kenton Road,HA3 0XY,Rear ground floor ext 447
192213,Nutwell Street,SW17 9RS,Land adjacent to 13-48 Gravenel Gardens
201589,Oakmead Gardens,HA8 9RW,
192272,Lavender Hill,SW11 5TQ,182
149830,Hereford Road,W3 9JN,50
168953,Vicarage Crescent,SW11 3LE,House Boat Jadi
189396,Upper Street,N1 2XQ,328-329
199788,Lancaster Gate,W2 3LH,15
174068,Holwood Park Avenue,BR6 8NG,Rivenhall
150740,Moorgate & London Wall,EC2R 6BH,67 - 71 Moorgate & 34 London Wall
151896,SANDY LANE SOUTH,SM6 9NP,167
152174,Lechmere Road,NW2 5DA,23
161648,Derbyshire Street,E2 6JQ,51 & 38
156233,MUIRKIRK ROAD,SE6 1BE,"Garage to rear of, 16"
150316,Connaught Avenue,E4 7AE,1
198728,Canonsleigh Road,RM9 4DJ,Adj to 62
179773,Ormiston Grove,W12 0JS,68A
241888,Oaklands Gate,HA6 3AA,4
196708,Cheapside High Road,N22 6HH,9
151706,East Street,BR1 1QE,23
201648,High Street,TW8 0AH,Concord House 61
154563,TRAFALGAR AVENUE,SE15 6NP,7
211029,Pool Street,N1 5EE,1
149418,Columbia Avenue,HA8 5DD,1 Canada Park Parade
197932,Farleigh Road,N16 7TB,17
200988,Chiswick High Road,W4 1PR,178
151461,Hardwicks Way,SW18,20
154293,Fenton Road,N17 7JR,74-84
148242,Gloucester Road,SW7 4SZ,144
161309,Heathwall Street,SW11 5NG,Garages in
149734,Halidon Rise,RM3 0YL,77
158608,Putney High Street,SW15 1SQ,40
198714,Wellington Road,NW10 5GJ,12 Artisian Quarter
254928,Kingston Road,SW19 1LH,181
166348,STONECOT HILL,SM3 9HS,123
204697,Great North Way,NW4 1PT,45
174123,Glenburnie Road,SW17 7DJ,"Phase 1 Springfield Hospital, 61"
185168,Vyner Street,E2 9DQ,64
260213,Kings Avenue,SW4 8BH,"Viney Court, 78"
148819,Rupert Street,W1D 7PJ,47-49
188231,Swete Street,E13 0BS,24
177547,Ongar Road,SW6 1SJ,18
148011,Kymberley Road,HA1 1US,Queens House
169808,WASTDALE ROAD,SE23 1HN,14
181668,DITTON ROAD,KT6 6RH,88
210444,Stoke Newington Road,N16 7XN,18
173788,Snowdown Close,SE20 7RU,20
154713,Queen Victoria Street,EC4V 4AY,71
147819,BONFIELD ROAD,SE13 6BX,33
182405,Monkton Street,SE11 4TX,32
196168,Sheldon Avenue,N6 4JS,23A
200857,Micawber Street,N1 7TB,15
158808,Commercial Road,E1 1LP,52
149420,Walton Avenue,HA2 8QX,92a
192373,Peckham High Street,SE15 5ED,80
162448,Sebastian Street,EC1V 0HF,1
169948,MARMORA ROAD,SE22 0RY,53
223593,Station Road,HA1 2UD,12-14
151936,THORNTON ROAD,SM5 1NG,185
156546,Hornsey Lane Gardens,N6 5PD,Woodberry Court 38
157766,Pound Place,SE9 5DN,9
201886,Chartfield Avenue,SW15 6HG,50
157549,Oaks Road,CR0 5HL,Coombe Farm
150458,St George's Square,SW1V 3QX,76
150186,Acre Lane,SW2 5SG,"Acre House, 10 - 16"
165728,MINDEN ROAD,SM3 9BL,UNIT 11
198782,Totteridge Common,N20 8NE,30
158030,High Street,CR0 9XT,Leon House 233
175228,Old Farm Road,TW12 3QT,San Toy
173373,Southend Road,BR3 1SD,Adj to 22
273108,Cromwell Road,SW19 8LE,1b
241548,Craven Park Road,N15 6BL,113
171288,Lechmere Road,NW2 5BU,52
155588,Hampstead High Street,NW3 1QA,29
178508,Lower James Street,W1F 9EL,8-10
205548,Tottenham Street,W1T 2AH,9-11
272448,Woodside,SW19 7AW,31A & 31B
149554,Brouncker Road,W3 8AE,23
211070,Kingsland Road,E8 4BH,268
174828,Commercial Road,E1 1NU,86
198694,Deans Lane,HA8 9NT,166
184815,Eltham Road,SE9 5LW,Sutcliffe Park
197092,Peckham Rye,SE15 3UL,137
182128,Wilmot Place,NW1 9JP,15
149363,St Johns Road,KT1 4AN,15
153026,Finchley Road,NW3 6DT,299A
254788,Midmoor Road,SW19 4JD,31
186488,Knightsbridge,SW7 1RH,199
178450,Inglis Road,W5 3RH,1
182288,Maresfield Gardens,NW3 5SU,
200855,Park Lane,TW5 9RW,Grantley House 9
151905,HADDON ROAD,SM1 1RN,31
150870,Lincoln's Inn Fields,WC2A 3JX,64
151159,Southwick Yard,W2 2PX,1
153052,Haverstock Hill,NW3 4QT,167
152621,New Road,E1,15
185728,Kenton Road,HA1 2BW,10A & 10B
179635,Downton Avenue,SW2 3TS,96
149185,Northwood Road,CR7 8HU,1
185808,Eastcote Lane,HA2 8BW,5
150726,Brighton Road,CR2 6ES,BMW House 375-401
157689,Newhaven Road,SE25 6JQ,7
152980,Agamemnon Road,NW6 1DY,10
149498,Chichele Road,NW2 3AN,27
254135,Great Suffolk St,SE1 1PZ,"Unit 3, Signal House, 137"
158055,Epsom Road,CR0 4PY,134
149888,Rock Street,N4 2DN,25
156362,The Drive,BR7 6QS,Huntingfield
211089,Wilmer Place,N16 0LW,Wilmer Industrial Estate
244328,Gloucester Avenue,NW1 8HX,110
153041,Conway Street,W1T 6BA,2A
211099,Wilmer Place,N16 0LW,"Wilmer Industrial Estate, Office 1-3"
174308,Fashion Street,E1,11
257639,Stonegrove and Spur Estates,HA8 8BT,Vicarage and Phase 6A
192248,Hoxton Square,N1 6NN,33-35
158016,Park Lane,CR0 1JB,Lombard House 106-108
152365,Catford Road,SE6 4QZ,1 Station buildings
219768,Glentham Road,SW13 9JJ,52 - 54
260307,Morden Road,SW19 3BP,98
219708,St Leonards Road,SW14 7LY,21A
149605,North Cray Road,DA5 3LZ,16
255584,Princes Park Avenue,NW11 0JX,70
172908,Kildare Gardens,W2 5LU,16
205072,Oaklands Road,NW2 6DJ,57
149218,Uckfield Road,EN3 6AT,76
184058,Farringdon Street,EC4A 4AB,20
157528,Oaks Road,CR0 5HL,Coombe Farm
207868,HEATHER ROAD,SE12 0UQ,2
153017,Fordwych Road,NW2 3NG,149
211105,Wilmer Place,N16 0LW,"Wilmer Industrial Estate, Offices 16-17"
184668,Ennerdale Drive,NW9 0DU,64
151453,Square Rigger Row,SW11,"Units 1,2,3,4 & 8"
175988,Cloudesley Road,N1 0XT,2-6
159388,Queen's Gardens,W2 3AH,63
148927,VERNON ROAD,SM1 4QX,35
333989,"Edgware Road & Blanco, Oxgate Lane,",NW2 6LN,395
200727,Victoria Park Road,E9 7HD,172
161988,Trinity Road,SW18 3RG,322
159732,Rugby Avenue,HA0 3DF,4 & 6
152015,FRENDSBURY ROAD,SE4 2LB,Forman House
148316,St Dunstans Gardens,W3 6QG,2
188788,Onslow Square,SW7 3LU,105
197934,New Inn Broadway,EC2A 3PR,4-6
158688,Littleton Road,HA1 3SY,15
183467,Knight's Hill,SE27 0QP,276
150111,St Swithin's Lane,EC4N 8AL,15 - 17
167368,AULTONE WAY,SM1 3LD,17 to 25
177214,Canham Road,W3 7SR,16
165560,Wakering Road,IG11 8PD,Wigham House
196188,Stirling Road,N22 5BN,85
169946,Collier Row Road,RM5 2BH,Abbey Care Home
155110,Newlands Park,SE26 5PW,65a
150652,Portland Road,SE25 4PQ,58
151180,saunderton road,HA0 2NE,Barham Park Estate
181128,Ewell Road,KT6 7EL,438
245355,Victoria Road,EN4 9PF,4
162068,Caledonian Road,N1 1DW,351
260633,Monks Way,NW11 0AF,City House
177288,Dollis Hill Lane,NW2 6HH,290
158328,Coombe Road,KT3 4QF,46-50
239867,Finchley Lane,NW4 1DL,26
150708,Romford Road,E7 9HL,245
158113,Hawthorn Avenue,EN1 3PA,11
174508,Bethnal Green Road,E2 9QH,461
260225,Meadway,SW20 9HY,1
192293,Digby Crescent,N4 2HS,41
195548,Ferme Park Road,N4 4EB,29
154674,Denbigh Gardens,TW10 6EL,24
204667,Great North Way,NW4 1PT,41
160528,Newman Street,W1T 3DZ,50-57
244511,Norton Folgate,EC2A 3B,Land Fronting
148643,Brixton Hill,SW2,Garages Rear Of New Park Court
163388,Gayton Road,HA1 2LT,47-51
163230,Romford Road,E12 5AD,633-637
152338,Connaught Street,W2 2BB,59
157396,Hardwicks Square,SW18 4AW,Centre Square 1
253532,Homeway,RM3 0HD,28
182648,EWELL ROAD,KT6 6HE,140
186178,Battersea Square,SW11 3RA,"Ship House, 37"
157648,Littleton Road,HA1 3SU,
182972,CENTRAL WAY,TW14 0RX,UNIT 600 NORTH FELTHAM TRADING ESTATE
254136,Great Suffolk St,SE1 1PZ,"Unit 2, Signal House, 137"
151307,Rosemont Road,W3 9LU,43
151625,Finchley Road,NW3 6NA,Land at Midland Crescent
151328,RYE LANE,SE15 4TP,189
246078,Carlton Road,CR2 0BP,R/o of 1 & 2
163408,The Chase,HA8 5DN,103
239928,Ladysmith Road,N18 2QR,
185188,Kirkwall Place,E1,Pepys House
171548,Christchurch Avenue,NW6 7QP,19
276691,Fleet Street Hill,E2,Land at Fleet Street Hill
157394,Kenley Lane,CR8 5HA,Land R/O 22
148494,Mornington Avenue,BR1 2RF,28
151966,BEDDINGTON LANE,CR0 4TE,152
195628,Park View Road,N17 9AX,Flat B 73
148362,Durand Gardens,SW9 0PP,44
184829,Balham High Road,SW17 7BW,3 & 4 The Boulevard
149722,Shepherds Hill,RM3 0NP,115/119
205528,GRAY'S INN ROAD,WC1X 8PP,45
148319,Pitshanger Lane,W5 1QX,84-86
149631,Brick Street,W1J 7DF,12-12A
151312,Church Gardens,W5 4HL,St Marys House
165568,Abbey Road,NW8 9AY,3
149870,ST THOMAS ST,SE1 9RY,"ST THOMAS CHURCH, 9A"
149284,Queens Road,EN1 1NE,Land r/o 1-7
148110,Regina Road,W13 9EQ,41
160588,Grittleton Road,W9 2DD,6
152069,Camley Street,NW1 0PF,102
185068,White Horse Road,NULL,90
210488,Old Street,EC1V 9DS,340
150563,Hamilton Terrace,NW8 9QX,85
147828,Heathfield Vale,CR2 8AJ,Land adj to 59
318544,George Lane,E18,Development Site 43 to 45
159368,Manchester Square,W1U 3PX,23
151804,Cheyne Place,SW3 4HJ,20 to 22
173310,Goldhawk Road,W12 8QD,2
186628,Poland Street,W1F 7NB,52-53
151830,Aynhoe Road,W14 0QA,27
150102,South Road,UB1 1RB,108
173410,Spencer Road,E6 1HH,9
196848,Poynton Road,N17 9SL,2A
282882,Blyth Road,UB3 1DD,243
150721,"Wharf Road,",N1 7RJ,37-47
156028,Brook Drive,SE11 4TQ,108
152977,Chalcot Road,NW1 8LS,41
148252,Grove Park,NW9 0EB,Sarena House
155529,St Anns Road,N15 3JJ,432
176288,City Road,EC1V 2QY,230 - 234
150457,Park Road,NW1 6XN,27
143827,Shaa Road,W3 7LN,2
152104,Edison Road,N8 8AE,24-25
202168,LONDON ROAD,SM3 8JS,515a
153018,Russell Square,WC1B 5BE,1
149114,NORTH STREET,SM5 2HW,31
158010,Beulah Road,CR7 8SJ,Land R/O 129-135
161811,West Hill,SW15 3SL,176
199968,Hatton Garden,EC1N 8JR,84
149678,Staines Road,TW14 0JS,21
185568,Northumberland Road,HA2 7RD,2
148338,Lambeth Road,SE1 7JY,216
343095,Kirtling Street,SW8 5BN,Battersea Power Station
185768,Palmerston Road,HA3 7RW,72
151631,Cromer Street,WC1H 8DR,74
175013,Sandy Hill Road,SE18 7BQ,Rear of 43 & 45
154929,Lower Marsh,SE1 7AE,141
152062,South Hill Park,NW3 2SB,2A
239830,Wakering Road,IG11 8PD,"Wigham House, 16 - 30"
162052,Kingston Road,SW20 8DX,494
169868,RUSHEY GREEN,SE6 4JD,70
148322,Wadham Gardens,UB6 0BP,21
151101,Cudworth Street,E1,98
158036,Rectory Park,CR2 9JN,R/O 6
177941,Drayton Green Road,W13 0NQ,West Ealing Station
152476,Watling Street,DA6 7QJ,Rear of 25
165512,Chestnut Close,UB3 1JG,23
190553,Durlston Road,E5 8RR,26
221388,Carnwath Road,SW6 3EG,"50, Unit 2"
210928,York Way,N1C,"Building R3 and Zone R Gardens, Development Zone R"
224148,Blackheath Road,SE10 8PD,77a & 79
219568,The Green,TW2 5TU,"The Lodge, 69"
149566,Uxbridge Road,W7 3PX,Hanwell Nursery
164708,Station Approach,BR6 6EU,Land Adjacent 2 Station Cottages
257656,Bradford Close,NW4 4XG,2
166328,BRIGHTON ROAD,SM2 5LU,"Grace Court, 138"
150400,Roke Road,CR8 5NQ,Land to Rear Of 1 - 17
147683,Front Lane,RM14 1XW,60
192288,Sydenham Road,SE26 5HF,177
338409,Millharbour,E14,Site at 45-59
260652,Lancaster Road,EN4 8AL,"First Floor, 100-102,"
162148,Essex Road,N1 2SA,"Bathstore commercial, 33"
206528,Brownlow Road,NW10 9Q,58
214848,Richmond Road,KT2 5EN,Former 96B
199188,Royalty Mews,W1D 3AS,7
192708,Picketts Lock Lane,N9 0BA,
260326,Valley Gardens,SW19 2NS,2
152370,Tanners Hill,SE8 4PJ,9
206902,"Athenaeum Road,",N20 9AA,3
240748,The Drive,N11 2DY,
248632,Church Road,SE19 2UB,106
196868,Rathcoole Gardens,N8 9PE,157
186051,Ravenscourt Square,W6 0TW,6
