permission_id,street,post_code,prim_add_obj_name
171188,Bathurst Gardens,NW10 5JJ,87
194810,Thistlewaite Road,E5 0QG,59
153097,South Hill Avenue,HA1 3NX,Orley Farm Cottage
212988,Mount Pleasant,HA0 1TX,10 Liberty Centre
183454,Nathan Way,SE28 0AQ,82-86
198677,Sevington Rd,NW4 3SA,25
161408,Sloane Avenue,SW3 3JD,5
154215,MAXTED ROAD,SE15 4LF,22
149419,Kenton Lane,HA3 8RP,219a
157754,MILL STREET,SE1 2BA,"MILL HOUSE, 8"
151768,Arlington Avenue,N1 7BE,Land Rear Of 21-45
152420,Tenterden Grove,NW4 1SY,Newlands
157392,Reighton Road,E5 8SQ,71
256978,Thurston Road,SE13 7SD,Sherwood Court
192253,Ridley Road,E8,
164998,GRANGE ROAD,SE1 3BN,"FUTURA HOUSE, 169"
189808,Corker Walk,N7 7RY,53
213248,Harlesden Road,NW10 2BY,15
205177,Finchley Road,NW11 8DL,747
158327,CHILTERN DRIVE,KT5 8LS,123
195508,Tynemouth Road,N15 4AL,28
151141,Homer Street,W1H 4NU,7
162188,Seven Sisters Road,N4 3NX,Land to the rear of 202
151562,KIRKDALE,SE26 4BG,100
172868,Broadway,SW1H 0BH,16
174628,Whitechapel High Street,E1 7LP,67
208995,Hodford Road,NW11 8EG,106-108
150365,Miranda Road,N19 3RA,41
150447,Inverness Terrace,W2 3HU,2-6
272608,Kingston Road,SW19 1LH,185
148190,Wandsworth Common West Side,SW18 2EE,43
173421,Streatham High Road,SW16,"Norwich House, 9-11"
196068,Lorne Road,N4 3RT,8
242268,Hill End Road,UB9 6LQ,Childlink Learning Centre
200720,Southgate Road,N1 3JF,72
150110,Aldersgate Street,EC1A 4DD,160
155265,Homesdale Road,BR1 2QZ,"Homesdale Centre, 216-218"
152377,Nelson Road,SE10 9JB,2
155320,Crabtree Lane,SW6 6LR,83
152891,Maygrove road,NW6 2EB,"2C, 2D &2E"
151099,Kingston Hill,KT2 7PU,31-39
209991,Clarence Road,E5 8HB,34
153063,Sumatra Road,NW6 1PL,111A
224343,Layhams Road,BR4 9HN,All Saints Catholic School
178528,Tenterden Street,W1S 1RW,1
158085,Green Lanes,N21,790
172888,Harrow Road,W9 3RA,351
186588,Gerrard Place,W1D 5PB,2
157201,Elmgrove Road,HA1 2QA,"Fitzgerald House, 2-8"
212509,Eastern Road,RM1 3PJ,"Enterprise House, 18"
353368,Fulham Palace Road,W6 9NT,214
148150,Semley Road,SW16 4PS,1
148067,Oldfield Lane South,UB6 9LB,Shree Jalaram Mandir
148177,Uxbridge Road,HA5 4JR,413
151095,Coombe Road,KT3 4QF,46-50
151922,GRANGE ROAD,SM2 6ST,49
172628,Berners Street,W1T 3LP,21
182830,Fiveways Road,SW9 7LU,17
154531,HINDMAN ROAD,SE22 9NF,21
182392,Audley Road,NW4 3HG,130
148000,Enderley Road,HA3 5HF,7A
170588,Blyth Road,BR1 3RX,6
158134,Connop Road,EN2 6HB,56
151747,Rosebery Avenue,EC1R 4RL,"The Wilmington Arms, 69"
179408,Belgrave Square,SW1X 8PQ,16
198719,Rainham Road South,RM10 7XJ,487
175510,General Gordon Square,SE18 6JY,"Equitable House, 7"
165310,Welcomes Road,CR8 5HD,6
149424,Commercial Road,E14 7LW,665
154609,LORDSHIP LANE,SE22 8JH,315
148178,Old Redding,HA3 6SE,3 & 4 The City
147431,SUMNER ROAD,SE15 6JL,170
172648,Frith Street,W1D 4SH,51-52
149983,Stanley Gardens,W3 7SY,39
372240,Haydon's Road,SW19 8TT,266 and 268
257004,Finchley Road,NW11 7NT,662
200895,Bath Road,TW3 3EE,Somerville House 50a
154558,Brecknock Road,N7 0BT,47
150085,HITHER GREEN LANE,SE13 6TT,274
199128,Crawford Street,W1H 1JN,41
148301,Mandeville Road,UB5 5HG,The Plough Inn
150322,Millais Road,E11 4HD,20
200894,Linkfield Road,TW7 6QH,10
151151,Romney Mews,W1U 5AL,Gap between York Mansions and 5 Portman Mansions
275756,Lanark Square,E14 9QD,"Balmoral House, 12"
152344,Artesian Road,W2 5DB,73
153092,Shaftesbury Avenue,HA2 0PZ,Roxeth House
159268,Charlotte Street,W1T 1RH,11-13
200867,Elrington Road,E8 3EE,
245405,St Cross Street,EC1N 8UB,13
174248,Bethnal Green Road,E3 2JQ,136
254828,Strathmore Road,SW19 8DB,2A
150542,LEWISHAM HIGH STREET,SE13 6NJ,261
206530,Tubbs Road,NW10 4R,41
149177,Beulah Road,CR7 8JJ,127D
149524,Samson Street,E13 9EJ,Development Land At 15
150236,Askew Road,W12 9BA,8 And 8A
150370,Farringdon Road,EC1A 1BB,Land north west of the Royal Mail Sorting Office
189788,Fonthill Road,N4 3HT,66
151109,Thomas Road,E14 7AP,
211028,Orsman Road,N1 5QJ,2-4
224288,Footscray Road,SE9 2DR,371
169748,CASTLETON ROAD,SE9 4BY,43
204132,Great Guildford Street,SE1 0ES,"47a, 47b, 47c"
184091,Eltham High Street,SE9 1BJ,"Poundland, 168-176"
179569,Beaconsfield Road,UB1 1DR,Beaconsfield Primary School
174130,Wellington Road,TW12 1JT,40
158109,Nursery Gardens,EN1 3PA,19
150521,BONFIELD ROAD,SE13 6BX,39
148193,Balham High Road,SW12 9BA,The Studio rear of 189
151585,North Road,RM4 1PX,Hillside Farm
199368,Gosfield Street,W1W 6HD,17
162888,Stroud Green Road,N4 3PZ,167
165808,MANOR ROAD,SM6 0DE,83
248660,Sanderstead Road,CR2 0PJ,139
190328,Margery Street,WC1X 0HP,"Charles Simmons House, 3"
260388,Hartland Way,SM4 5QN,36
158361,WOOD STREET,KT1 1TP,THE BENTALL CENTRE
150502,Harold Road,SE19 3PL,Glenmore 34-36
180248,College Road,HA1 1ES,102
150482,Higher Drive,CR8 2HJ,92-94
176488,Hornsey Road,N7 7LN,192
155102,Parish Lane,SE20 7NR,101A
150888,Lea Bridge Road,E10 7EA,419
159068,Wigmore Place,W1U 2LX,14
149783,Brook Avenue,HA9 8PH,"Carramore Court, 24"
245102,College Road,CR0 1PF,Land Adjacent to Croydon College
215411,Clapham Park Road,SW4 7BX,88
151209,Hillside,NW10 8LY,21
162768,Seven Sisters Road,N7 7NS,"136,136a,138a,"
173728,THE AVENUE,KT4 7LD,ORCHARD COURT
187608,The Ridgeway,EN2 8JL,Chase Farm Hospital
177561,Park Parade Acton,W3 9BD,1
158968,St George Street,W1S 2FN,33
198928,Park Road,N15 3HR,42
158449,Walm Lane,NW2 3AU,141
224128,Eltham High Street,SE9 1BW,108
182408,East Hall Farm,RM13 9DS,East Hall Farm Cottages
191148,Tottenham Court Road,W1T 4TT,101-107
149785,Harlesden Gardens,NW10 4EY,11A & 11B
187732,Battersea Square,SW11 3RA,"Ship House, 34 & 35"
215612,Upper Wickham Lane,DA16 3HF,28
151000,Swain's Lane,N6 6QX,1-11A
157378,Sudbury Avenue,HA0 3NN,96
150954,High Road,N12 9RW,"Sheldon House,904-908"
242248,Peach Tree Avenue,UB7 8DH,2
147274,LEWISHAM WAY,SE14 6PD,156
150094,ROPEMAKER ROAD,SE16 6QG,12
158094,Firs Lane,EN1 3PA,Firs Farm Playing Fields
260377,Bushey Road,SW20 0JE,62
147740,Arundel Gardens,W11 2LN,17
164850,South Lambeth Road,SW8 1RG,"Keybridge House, 80"
190715,OLD LONDON ROAD,KT2 6SN,2-4
168860,Harlington Road,UB8 3HA,206
151081,Swan Street,TW7 6RJ,Swan Court and White Lion Court 5
151017,Harben Parade,NW3 5ES,18
150389,Gibbon Road,KT2 6AB,28
147821,Brighton Road,CR2 6EB,41A
199288,Courtnell Street,W2 5BU,45
158450,Elms Lane,HA0 2NP,
169731,Westminster Bridge Road,SE1 7HR,123
157214,Mapesbury Road,NW2 4JA,1 Thanet Lodge
157040,Oberstein Road,SW11 2AE,33
199488,St Martin's Lane,WC2N 4ER,30
246188,Mitcham Road,CR9 3AS,The Archbishop Lanfranc School
175051,Falcon Road,SW11 2LR,44-46
257168,Murray Road,SW19 4PB,8
157750,Grange Road,SE19 3DF,Land R/O 284-290
175428,Holly Road,TW1,Car Park Adjacent To Number 23
176008,Ewe Close,N7 9TL,Parking Spaces
192265,NORTH CROSS ROAD,SE22 9EU,50
149407,Rosendale Road,SE21 8DS,1
151166,Warrington Crescent,W9 1EJ,35
156544,Cornwall Road,N4 4PH,20
199308,Ashmore Road,W9 3DE,182
149417,Station Road,HA1 2UF,21A
182895,HEATHFIELD TERRACE,W4 4JE,12-13
260378,Trinity Road,N22 8XY,Milton Court
152591,Storey Road,E17 7DA,31
244028,Dawley Road,UB3 1HH,Former EMI Site
180468,Station Square,BR5 1NA,26a
205150,Southwark Park Road,SE16 3RP,193-221
179888,NEW CROSS ROAD,SE14 6AF,310
208967,Cranfield Close,SE27 9JT,1
255477,Terrace Road,E13 0PB,8-10
158357,TOLWORTH RISE SOUTH,KT5 9NB,242
149242,North Circular Road,N13 5JH,327
204134,Audley Road,EN6 2DQ,90
151542,Kendal Avenue,W3 0RP,41-44
255046,Spaniards End,NW3 7JG,17
171888,Floral Street,WC2E 9DS,11-12
198668,Cavendish Road,SW12 0BT,Prince of Wales P.H. 270
170728,Palmerston Road,TW2 7QX,4
209864,Fountayne Road,N16 7DX,28
205081,Pinner Road,HA6 1BS,116a
151697,Wells Road,BR1 2AJ,5
180968,Leatherhead Road,KT9 2NE,Premier Inn
189155,Woolwich New Road,SE18 6EE,67-69
147275,WASTDALE ROAD,SE23 1HN,39
198753,Royal Oak Yard,SE1 3GD,The Glass House
153093,Headstone Road,HA1 1PD,"Kelly House, 8"
246132,Woodmere Avenue,CR0 7PG,Rear of 29A
152326,Portman Square,W1H 6LQ,Flat 10
213168,Kilburn High Road,NW6 7JR,4 Drakes Courtyard
159888,Marylebone High Street,W1U 4QD,36
150549,Brigstock Road,CR7 7JJ,29
198688,Brixton Hill,SW2 1AH,102
219788,Dunstable Road,TW9 1UH,26
254132,Great Suffolk St,SE1 1PZ,"Unit 4b, Signal House, 137"
151361,Essex Court,EC4Y 9AR,1
152948,Charlotte Street,W1T 4PS,85
152960,Great Queen Street,WC2B 5BX,66
194829,Kingsland High Street,E8 2PB,99
152614,Granby Street,E2 6DR,78
200708,Smeed Road,E3 2PS,1
173426,Uxbridge Road,W12 7JD,220
150935,"Cheviot Gardens,",NW2 1QA,124
180928,CRESCENT ROAD,KT2 7RD,7
179684,LORDSHIP LANE,SE22 8LT,264
151915,WINDSOR AVENUE,SM3 9RX,62
151602,Kentish Town Road,NW5 2AB,242
202428,BANSTEAD ROAD,SM5 3NP,77
256835,West Walk,EN4 8NU,Land To The Rear Of West Walk
178128,Belmont Park Road,E10 6AU,11
171648,Landor Road,SW9 9NT,116 - 118
165477,Alderbrook Road,SW12 8AF,3
201666,Hampton Road,TW13 6BE,Maple House. 150
157676,Coleman Street  & Moorgate,EC2,"63, 64-66 Coleman Street & 35-39 Moorgate"
208955,Russell Road,NW9 6AB,33
152643,Bideford Avenue,UB6 8DF,Land between 20 and 24
150089,ABERDOUR STREET,SE1 4SG,26
157671,Fulton Road,HA9 0NU,"Olympic Office Centre Car Park, 8"
241948,Hayes End Drive,UB4 8HB,9
330948,Fassett Road,KT1 2TD,1
198821,Great West Road,TW5 9AW,222
200991,Oldhill Street,N16 6NA,70
189828,Hornsey Road,N7 6RZ,281 (Part of 279 - 281)
148104,EWELL ROAD,KT6 6HG,174
190228,New North Road,N1 7BJ,"New North House, Canonbury Business Centre, 202"
173390,Shelley Avenue,E12 6PU,92
153286,Barnes High Street,SW13 9LW,"Claridge House, 29"
182728,ALEXANDRA ROAD,KT2 6AZ,ST PAULS JUNIOR SCHOOL
198871,Streatham High Road,SW16 6EN,237 - 237B
149696,Weir Road,SW12 0NE,Grange Mills
151727,Corbins Lane,HA2 8EL,25 & 25A
307922,BELLENDEN ROAD,SE15 5BB,FORMER HIGHSHORE SCHOOL SITE
190268,Westbourne Road,N7 8AB,66
152933,ENGLEHEART ROAD,SE6 2HN,1
273859,Graham Avenue,CR4 2HG,land adjacent to 42
179631,Thurlow Park Road,SE21 8HY,98
208088,DEPTFORD HIGH STREET,SE8 4NS,116A
154652,Edgware Road,NW9,"Phases 2 & 3 Former Oriental City, 399"
151164,Buckingham Gate,SW1E 6JP,1-3
260573,Rose Place,N8 9SU,3
189172,St Chads Road,RM6 6JB,St Chads Church
164991,Plashet Grove,E6 1DG,Plashet School
151622,Hampstead High Street,NW3 1QH,63
148003,Marlborough Hill,HA1 1UJ,Marlborough School
155061,The Broadway,NW7 3LH,44B
155257,Elmfield Road,BR1 1LT,"Title House, 33-39"
254468,Kingston Road,SW19 1LH,175
171868,Westbourne Grove,W2 5RT,88 - 94
192273,Longley Road,SW17 9LH,134
163508,Gerard Road,HA1 2NG,53
164853,RYE LANE,SE15 5BS,32-36
151848,Ivy Road,N14 4LL,71
149587,Harrow Road,W9 3RA,351
260294,Canterbury Road,SM4 6QP,2
158086,High Street,EN3 4HF,284-286
168308,Ruskin Avenue,TW9,Inland Revenue
259928,Lewis Road,CR4 3DE,54
152376,Great Eastern Road,E15 1BG,Land at Great Eastern Road
332425,Handyside Street,N1C,Corner of Handyside Street and Cubitt Park
149212,Landra Gardens,N21 1RT,22
200676,FAUNCE STREET,SE17 3TR,"KEYWORTH PRIMARY SCHOOL,"
152949,Baldwins Gardens,EC1N 7UY,21
155269,Walters Yard,BR1 1QA,"Universal House, 1"
151009,Cressy Road,NW3 2NB,21-23
150016,The Wend,CR5 2AX,Land at 6
209815,Downs Road,E5 8DA,111
157370,London Road,SW16 4DH,"Windsor House, 1270"
253480,Great Suffolk St,SE1 1PZ,"Unit 3a, Signal House, 137"
257652,Rookery Way,NW9 6SS,Homebase
155271,High Street,BR1 1PQ,"Northumberland House, 230"
158298,Penrhyn Road,KT1 2EQ,Former 73-77
155304,Blythe Mews,W14 0HW,Unit 3
169917,RIBOROUGH STREET,SE1 0HF,5
197054,Sandringham Road,E8 2HJ,140
182401,Thurlow Park Road,SE21 8JL,103
153089,South Vale,HA1 3PL,Greville Court
157789,Brighton Road,CR8 4HD,89 A
157790,Promenade De Verdun,CR8 3LN,Lombardy
165562,Glenthorne Avenue,CR0 7EZ,Adj to 106
158848,Edgware Road,W2 1DH,220
187297,Upton Lane,E7 9PB,61-63
177557,Lothair Road,W5 4TA,4
199100,Mattock Lane,W5 5BG,8
242068,High Street,UB9 6EB,The Coach House
254274,Prescot Street,E1 8HG,"Basement Floor, 66"
256875,Ranulf Road,NW2 2BT,25
149740,Straight Road,RM3 8AA,78-80
224329,North Circular Road,NW10 0JU,230
184053,Woodside Road,DA7 6LB,Land at 31
185388,Durham Row,E1,Site at 21-23
273048,Deepdale,SW19 5EZ,6
148313,Elers Road,W13 9QD,28
181068,MATLOCK WAY,KT3 3AT,49
174588,Cannon Street Road,E1 2LX,187
158157,Russell Hill,CR8 2JB,9
186728,Cleveland Street,W1T 6PJ,87-89
163588,Holland Park Avenue,W11 3QY,40
148211,KEWFERRY DRIVE,HA6 2NT,Hedgeside
221068,Fulham Road,SW6 5NJ,520
183468,Starts Hill Avenue,BR6 7AU,Adj to 1
166708,ROBIN HOOD LANE,SM1 2SF,Robin Hood Infant School
260328,Archway Road,N6 5BH,156
174121,Cowper Road,KT2 5PQ,Land between 17 and 19
271995,Cambridge Road,SW20 0QA,36 - 38
173716,Richmond Road,CR7 7QF,109
148188,Battersea Square,SW11 3RA,13 & 13
174118,Thanescroft Gardens,CR0 5JR,17
149292,Windmill Hill,EN2 7AF,77-77A
159735,Leake Street,SE1 7NN,10
149733,Harold Court Road,RM3 0LA,66
223599,Shirlands Mews,W9 3DY,4B
160468,Finchley Road,NW8 6EB,12-14
156268,Weir Road,SW19 8UX,"Vantage House, 1"
262169,High Street,HA6 1BL,54C
305811,London Road,SM4 5HT,57
203628,HIGH STREET,SM5 3AP,9-11A
151125,Bromley High Street,E3 3BD,Prioress House
188245,Optima Park,DA1 4QX,29
177536,Siverst Close,UB5 4NJ,11
200646,Shacklewell Lane,E8 2EB,127A
171068,Cavendish Road,NW6 7XT,15
344012,Federal Road,UB6 7AN,8
150707,The Bishops Avenue,N2 0BJ,Hightrees
174133,Mile End Road,E3 4QS,379
179308,Eaton Place,SW1X 8AE,20
175708,Holloway Road,N19 3NU,640-648 & 650
187188,Catherine Place,SW1E 6DY,55A
151374,Dollis Crescent,HA4 9SN,Garages Adjacent to 29-33
174131,Richmond Hill,TW10 6RE,3-5
180708,Bullers Wood Drive,BR7 5LS,Wootton
148467,Manor Way,BR3 3LR,76a
276638,Chusan Place,E14 7GP,3-5
158121,Cheyne Walk,N21 1DD,55
182268,Denning Road,NW3 1SU,18
207778,Montpelier Rise,NW11 9DS,46
219688,Upper Richmond Road,SW14 7NX,363 - 365
260048,Fortescue Road,SW19 2EB,22
176208,Goswell Road,EC1M 7AH,7-21
195728,High Cross Road,N17 9NR,79
148412,South Road,UB1 1AA,96
149895,Kingston Road,TW11,Normansfield
178708,Bell Yard,WC2A 2JR,5
149442,Earl's Court Road,SW5 9RF,167
255139,Oakleigh Park South,N20 9JS,29
182908,INWOOD ROAD,TW3 1XH,117A
152935,HOUSTON ROAD,SE23 2RN,"Land Adjoining, 44"
168448,Rodney Road,TW2 7AW,23
156368,Albemarle Road,BR3 5HL,57
183908,Archway Street,SW13 0AR,Archway Cottage 62
153084,Southfield Park,HA2 6HE,64
149635,Reeves Mews,W1K 2EH,42
286432,Crest View Drive,BR5 1BY,Mega House
152953,Boundary Road,NW8 0HJ,48
165190,CRYSTAL PALACE ROAD,SE22 9ES,99
154292,Whitbread Close,N17,Parking Area
192360,Elmwood Avenue,TW13 7QH,Smoth House
213008,Heather Park Drive,HA0 1SX,Mercury House
216963,Wilson Street 46 & 50 Worship Street,EC2A 2DB,70
148232,Barking Road,E6 3BD,150
173655,Ellerslie Road,W12 7BN,17
205170,Finchley Lane,NW4 1DL,26
199348,Elgin Avenue,W9 2DB,65
152959,Redington Road,NW3 7RS,50
192377,Mare Street,E8 4RP,1-3
158166,WENTWORTH DRIVE,HA5 2PX,61
147864,Linksway,HA6 2XB,2
150419,Bispham Road,NW10 7HB,18
179808,The Broadway,SW13 0NY,10
149884,Canonbury Place,N1 2NQ,6-7 & 8-9
158414,Telford Way and Brunel Road,W3 7XS,Westway Estate
170109,Osborn Terrace,SE3 9DR,Osborn House
200851,Curtain Road,EC2A 3AT,148-150
148723,Cranford Lane,TW5 9EW,Davenport Lodge
189390,Offley Road,SW9 0LS,64
151193,Cross Road,RM7 8HS,231
196528,Birchington Road,N8 8HR,Rear of 2
150543,PLOUGH WAY,SE16 7UE,Marine Wharf West
181208,VICTORIA ROAD,KT1 3DW,25
148173,High Street,HA3 5BY,19
182988,OLD KENT ROAD,SE15 1JB,630
209840,Stirling Road,W3 8DJ,20
186132,Lillie Road,SW6 1TL,84D
150713,Prince Regent Lane,E13 8RP,83-87
150981,The Avenue,KT5 8JW,65
151621,Inverness Street,NW1 7EY,"The Cavendish School, 31"
148811,South Audley Street,W1K 2QD,49
179649,"Chalkhill Road,",HA9 9DS,1 & 1A
212968,High Road,NW10 2EN,308-310
154868,Rosendale Road,SE21 8LF,112
272368,Pepys Road,SW20 8NH,6a
152600,Shirley Street,E16 1HU,4-6
152312,Fonthill Mews,N4 3TX,"Mountview House, 1 - 18"
181788,Marchmont Street,WC1N 1AB,64
240069,Mays Lane,EN5 2AQ,Vale Farm
150166,Mint Walk,CR0 1XS,20
150301,Montpelier Avenue,W5 2XP,"Dominican Sisters, 7-8"
241468,High Road,N17 6QA,509 - 513A
182668,DUKES AVENUE,KT3 4HL,23
200268,Pond Street,NW3 2PN,11
169932,EAST DULWICH ROAD,SE22 9AX,58-60
254143,Heath Road,TW1 4AH,111
158156,KING EDWARDS ROAD,HA4 7AE,15
183840,Hendon Way,NW4 3NE,397 - 399
163428,Church Road,HA7 4AH,56 to 58
151643,Ainsworth Way,NW8 0SR,Jack Taylor School
148114,Montpelier Avenue,W5 2XP,10
179671,Gunnery Terrace,SE18,"Former Car Park & Units 12, 14, 15 and 16"
209889,Wilsmere Drive,UB5 4JA,1
149265,Woodcroft,N21 3QP,Northern Part of Woodcroft Sports Ground
155423,Kingston Road,SW19 1JN,59
150465,Eastcastle Street,W1W 8DW,34-35
165475,Langdale Gardens,UB6 8QD,42
180353,Addington Road,CR2 8LD,202
199428,Market Mews,W1J 7BY,3
151916,ST PHILIPS AVENUE,KT4 8JS,Garden land adj & 93
155533,Thorold Road,N22 8YE,12B
150655,South End,CR0 1DL,Coombe Cross
151593,Crow Lane,RM7 0EP,41
157675,South End,CR0 1DP,54
154555,South Grove,N6 6BJ,12
208028,MOLESWORTH STREET,SE13 7EX,"LEWISHAM HOUSE, 25"
194968,Mount Pleasant Road,N17 6TN,94
192628,Maidstone Road,N11 2TT,"Maidstone Court, 53"
253484,Great Suffolk St,SE1 0UG,"Flat 80a, 18"
165628,Mount Row,W1K 3SH,30
152468,Queens Parade,NW4 3NS,2-10
152910,Liddell Road,NW6 2EW,1-33
170122,Foxley Lane,CR8 3HR,135
150339,High Street,E17 7LD,52b
148192,Smugglers Way,SW18 4EG,Holiday Inn Express Hotel
149754,Brookside,RM11 2RS,24
196488,Brantwood Road,N17 0DT,91
150385,Hook Road,KT9 1EW,401
257661,Daws Lane,NW7 4SE,59A
152817,Green Lanes,N8 0RE,619
150487,North End,CR0 1UE,132-134
169960,Lavender Hill,SW11 5RL,34
170848,Richmond Park,TW10 5HZ,White Ash Lodge
151761,New North Road,N1 7BJ,188 - 190
181088,Victoria Road,KT6 4JZ,27
152955,Parkway,NW1 7PN,27A
149502,Fulton Road,HA9 0GA,Yellow Car Park
179680,SYLVAN GROVE,SE15 1PE,8-24
201569,Amhurst Road,E8 1JN,28
147096,Elmfield Road,BR1 1LT,Crosby House
150417,Whitton Avenue West,UB5 4JX,Floriston Court
154575,Oldfield Lane North,UB6 8PU,388A
151626,Chalk Farm Road,NW1 8AJ,38
148175,Corbins Lane,HA2 8EL,25 & 25a
148801,Westbourne Grove,W11 2RR,124
150882,High Road,E10 6RN,640
152061,Gayton Road,NW3 1TX,5
149827,Greenford Road,UB6 0HP,1492
173422,Clapham Road,SW9 0HP,"The Freemans Printworks T-Building, 139"
257612,Holders Hill Road,NW7 1ND,145
208208,MALHAM ROAD,SE23 1AG,2
221837,Landor Road,SW9 9JB,122
184868,Bethnal Green Road,E2 0AA,250
182508,Kingston Road,KT3 3ND,132
151333,RYE LANE,SE15 5BS,32-36
191308,Guilford Street,WC1N 1DF,82
148323,Wells House Road,NW10 6EA,95A
149972,Gorst Road,NW10 6LE,23-25
173414,Cavendish Road,SW12 0BX,222
150466,Droop Street,W10 4DQ,Queens Park Primary School
220208,Station Road Barnes,SW13 0LF,Barnes Delivery Office
189391,Pearman Street,SE1 7RB,19
170119,Bush Lane & Suffolk Lane,EC4R 0AN,"Cannon Green Building, 27 Bush Lane & 1 Suffolk Lane"
260380,Coombe Lane,SW20 0RW,328
187708,Palmerston Road,N22 8RD,136
148014,Stanley Road,HA2 8AS,123
200088,Hampstead Road,NW1 2PY,58
185928,Belmont Road,HA3 7PL,99
163289,Oldfield Lane North,UB6 8PR,William Perkin Church of England High School
262174,Cherry Orchard,UB7 7JR,2A
191508,Queen Square,WC1N 3AY,23
151624,Oak Village,NW5 4QR,8
260571,East of Lee Navigation and North West of Copper Box,E9 5LR,"Legacy Communities Scheme, Development Parcels 5.10 and imme"
245379,"Phoenix Place, Gough Street, Calthorpe Street",WC1,Royal Mail Phoenix Place
180048,St Johns Road,HA1 2EF,"Cumberland Hotel, 1 - 3"
151299,LOMOND GROVE,SE5,LAND AT 30-72
168959,ROTHERHITHE STREET,SE16 4NF,"FLAT 12, 121-123"
162034,High Street,SW19 5E,"Rowan Court, 56"
241528,Fortis Green,N2 9HW,115
169388,High Street,BR1 1LF,Broadway House
146490,Orchard Road,TW9 4NR,"Block C, 1-26"
257619,Station Road,N3 2SB,13-15
149300,Broadgates Avenue,EN4 0NU,12
151911,GREENFORD ROAD,SM1 1JY,Meadows Plumbing
148945,Central Road,KT4 8HZ,Development site on land to the rear of 20 - 26
151452,Square Rigger Row,SW11,"Windward House, Port House & Leeward House and 8"
151212,Salusbury Road,NW6 6NJ,49 & 49A
148919,Scarbrook Road,CR0 1SQ,Stoneham House
197076,Glenarm Road,E5 0LZ,74
179348,Upper Grosvenor Street,W1K 2LZ,9
178668,Catherine Place,SW1E 6DY,51
148986,STONECOT HILL,SM3 9HB,17
199268,Harrow Road,W9 2HU,410
151201,Craven Park Road,NW10 4AE,50A & 52A
160788,HITHER GREEN LANE,SE13 6RT,212
149835,Portland Road,SE25 4SL,226
158310,HIGH STREET,KT3 4ET,82
182568,OLD MALDEN LANE,KT4 7PY,LAND ADJ TO WORCESTER PARK NURSERY CENTRE
148287,Fulham Road,SW6 5SL,788
180908,BEVERLEY LANE,KT2 7EE,CULMPINE
169648,York Road,SW11 3SD,208-214
158160,Aberdeen Road,CR0 1EQ,7
156488,High Street,N8 7QB,Rear of 19
150830,Earlham Street,WC2H 9LL,1
152771,Archway Road,N6 4NW,"Former Police Station, Magistrates' Court and Telfer House,"
183831,Ardwell Road,SW2,"Land bounded by Barrhill Road, Blairderry Road and"
152369,Molesworth Street,SE13 7EX,"Lewisham House, 25"
253153,ST ALBANS GROVE,SM5 1ND,59
181148,High Street,KT3 4BH,181-185
150395,Tavistock Road,W11 1AW,52
177368,Sidmouth Road,NW2 5JJ,SIDMOUTH LODGE
224068,Footscray Road,SE9 2TW,"Vision Building, 4"
154661,Somerset Road,W4 5DW,33A
150182,Watling Street,DA6 7QJ,83-85
157763,Liverpool Road,CR7 8LS,5
157672,Bedford Park,CR9 2ZL,"Exchange Court, 3"
190648,Church Street,TW1 3NJ,12-13
158440,High Road,NW10 2EU,290
150079,KING AND QUEEN STREET,SE17 1DQ,31
179590,St Marys Road,W5 5ES,18
163488,College Road,HA1 1BQ,"Vyman House, 104"
148317,Wadsworth Road,UB6 7JD,8C
151616,Kentish Town Road,NW1 8PD,187
161448,Sloane Street,SW1X 9AU,"Colette Court, 125-126"
155594,Eton Garages,NW3 4PE,2-3
147072,Elmers End Road,SE20 7ST,23
150546,CAMPSHILL ROAD,SE13 6QT,34
149539,Church Street,E15 3HU,3
152832,Lordship Lane,N17 6AA,257
148808,Chester Street,SW1X 7BB,7
248619,Church Road,SE19 2UG,"Queens Hotel, 122"
153287,Shacklegate Lane,TW11 8SH,114
182992,Montague Road,TW3 1LD,54
200905,London Lane,E8 3PR,29
149362,Holly Road,TW1,Land Adjacent To 118
152313,Holloway Road,N7 6HY,482 - 488
342986,Trelawney Road,IG6 2NW,108
157753,College Road,CR9 1DX,Croydon College
147817,DEPTFORD HIGH STREET,SE8 4NS,110-114
241150,Edgwarebury Lane,HA8 8LP,Edgwarebury Court
150029,Clapham Park Road,SW4 7BX,88
159828,Shirland Road,W9 2EX,207
173717,Dalling Road,W6 0JA,78
241488,Wolseley Road,N8 8RS,45
155848,Glenburnie Road,SW17 7PJ,8
157090,Banstead Road,CR8 3EB,27
151857,Southville,SW8 2PP,12
149589,Coldharbour Lane,SE5 9NT,Binfield Court
180508,Bromley Road,BR3 5JE,St Georges House
165371,Woodcote Lane,CR8 3HB,Commonwealth Lodge School 13
151894,GROVE ROAD,SM1 1BT,74
175248,Upper Richmond Road West,SW14 7JN,318B
154230,Bellevue Road,N11 3ET,49
148308,Rommany Road,SE27 9PY,7
152855,Tavistock Place,WC1H 9SE,23B
200858,Somerfield Road,N4 2JL,40
190168,Ashmount Road,N19 3BH,"Whitehall Park School,"
157389,Osborne Road,CR7 8PD,The Reform Tavern 69
150956,Rosebank Way,W3 6TY,Erne House
148212,Field End Road,HA4 9NB,262-270
152403,Golborne Road,W10 5PR,38
